rmse,mae,r2,pearson,spearman,bin_low,bin_high,count
0.041350744039340796,0.038776107132434845,-214.11314392089844,0.05607754364609718,0.03972619095410908,0.0,0.01,37982
0.02718607001784821,0.023749087005853653,-7.660809516906738,0.0007572078029625118,-0.013871015607168488,0.01,0.05,20513
0.026096076055031434,0.020911196246743202,-3.1090335845947266,0.08250831067562103,0.06664466406398216,0.05,0.1,1329
0.07901445938376085,0.07709857821464539,-31.09356689453125,0.05483679473400116,0.0772678857125896,0.1,0.25,291
