rmse,mae,r2,pearson,spearman,bin_low,bin_high,count
0.004398512816427458,0.003376121399924159,-1.4339520931243896,0.0026489454321563244,0.3336757403982235,0.0,0.01,37982
0.023573978495143935,0.021688591688871384,-5.512255668640137,-0.006932196673005819,0.14448866528824625,0.01,0.05,20513
0.06651249968678044,0.06525472551584244,-25.692903518676758,0.031729258596897125,0.1611361795499853,0.05,0.1,1329
0.12357282629625818,0.12278317660093307,-77.49658966064453,-0.02037433721125126,0.1158168508414482,0.1,0.25,291
