epoch,train_loss,val_loss
1,0.002937684068456292,0.0021971797104924917
2,0.0021973098628222942,0.0017808050615713
3,0.0016356396954506636,0.0014996329555287957
4,0.0012991034891456366,0.0013313632225617766
5,0.0011531556956470013,0.0012406164314597845
6,0.0011069633765146136,0.00119198567699641
7,0.001107635092921555,0.0011618711287155747
8,0.0011232539545744658,0.0011390019208192825
9,0.0011422948446124792,0.0011190036311745644
10,0.0011553473304957151,0.001103150425478816
11,0.0011609602952376008,0.0010898722102865577
12,0.0011580027639865875,0.0010767094790935516
13,0.0011491517070680857,0.0010624773567542434
14,0.0011323128128424287,0.0010483521036803722
15,0.001112252357415855,0.0010344218462705612
16,0.0010864378418773413,0.0010203041601926088
17,0.0010627423180267215,0.0010047677205875516
18,0.0010338820284232497,0.000988071784377098
19,0.001012044376693666,0.0009711827151477337
20,0.000994548900052905,0.0009546242654323578
21,0.0009821115527302027,0.0009377827518619597
22,0.000972418871242553,0.0009189302800223231
23,0.0009693994070403278,0.0008971850038506091
24,0.0009621040662750602,0.0008737017051316798
25,0.0009602434583939612,0.0008491481421515346
26,0.0009543790947645903,0.0008254471467807889
27,0.0009471836965531111,0.0008044493733905256
28,0.0009354744106531143,0.0007873013964854181
29,0.0009270710870623589,0.0007739473367109895
30,0.0009166499366983771,0.000765519100241363
31,0.0009084770572371781,0.0007605610298924148
32,0.0009009145433083177,0.0007583971018902957
33,0.0008948274189606309,0.0007581016980111599
34,0.000886888534296304,0.0007593769114464521
35,0.0008807837148196995,0.0007610215106979012
36,0.000875346886459738,0.0007617627852596343
37,0.0008691998082213104,0.0007614729693159461
38,0.0008670024108141661,0.0007593908812850714
39,0.0008617035346105695,0.0007557214121334255
40,0.0008575536194257438,0.0007494569290429354
41,0.0008493884815834463,0.0007435683510266244
42,0.0008448552107438445,0.0007397941080853343
43,0.0008408216526731849,0.0007386303041130304
44,0.0008356191101484001,0.0007387774530798197
45,0.0008322907378897071,0.0007402701885439456
46,0.0008273588609881699,0.0007417972083203495
47,0.0008237691945396364,0.0007411190308630466
48,0.0008197152055799961,0.0007366969366557896
49,0.0008165740291588008,0.0007288457127287984
50,0.0008127169567160308,0.0007210453040897846
51,0.0008126986213028431,0.00071484170621261
52,0.0008089785114862025,0.0007128790020942688
53,0.000804377777967602,0.0007137758075259626
54,0.0008024818380363286,0.0007150834426283836
55,0.0007997246575541794,0.0007158695952966809
56,0.0007969560101628304,0.0007146534044295549
57,0.0007945828838273883,0.0007127120043151081
58,0.0007918310002423823,0.0007112312596291304
59,0.0007895533926784992,0.0007103165262378752
60,0.0007854413124732673,0.0007104591932147741
61,0.0007813320844434202,0.0007112429011613131
62,0.0007803640328347683,0.000711160886567086
63,0.0007778069702908397,0.0007114449981600046
64,0.0007751952507533133,0.0007118581561371684
65,0.0007731569348834455,0.0007114379550330341
66,0.0007710940553806722,0.0007108337013050914
67,0.0007681479910388589,0.0007094580796547234
68,0.0007656929083168507,0.0007083500386215746
69,0.0007653313805349171,0.0007070633000694215
70,0.0007613931666128337,0.0007056412287056446
71,0.0007595398346893489,0.000703968747984618
72,0.0007572732283733785,0.0007033360889181495
73,0.000755119661334902,0.0007031627465039492
74,0.0007517050835303962,0.0007025070954114199
75,0.0007507638074457645,0.000702143763191998
76,0.0007486611721105874,0.0007028463878668845
77,0.000745107012335211,0.0007032141438685358
78,0.0007434129947796464,0.0007024075603112578
79,0.0007422291091643274,0.0007011768175289035
80,0.0007401328766718507,0.0006995922885835171
