rmse,mae,r2,pearson,spearman,bin_low,bin_high,count
0.004394244393284612,0.0033716412726789713,-1.4292302131652832,0.14936085045337677,0.2889744418778996,0.0,0.01,37982
0.023565182980847445,0.021679190918803215,-5.507397174835205,0.03036091849207878,0.11471230067613536,0.01,0.05,20513
0.06650472800129435,0.06524702161550522,-25.68666648864746,0.11977874487638474,0.11542434505106065,0.05,0.1,1329
0.12356075579502863,0.12277116626501083,-77.48126220703125,0.12521974742412567,0.13376897618415678,0.1,0.25,291
