rmse,mae,r2,pearson,spearman,bin_low,bin_high,count
0.004391137856057635,0.0033683052752166986,-1.4257967472076416,0.013324778527021408,0.334738754394973,0.0,0.01,37982
0.023561113188432167,0.02167426235973835,-5.505148887634277,-0.00578193087130785,0.12529167860976778,0.01,0.05,20513
0.06650004004557021,0.06524289399385452,-25.682905197143555,0.05747134983539581,0.1730473765211852,0.05,0.1,1329
0.12355205736909641,0.12276209890842438,-77.47020721435547,-0.011459648609161377,0.14228315187699297,0.1,0.25,291
