feature,min,max,mean,std,n_unique
CFL.img,-11.1829195,0.16781202,3.9672851670502496e-09,1.0000016689300537,103
FSP_Index.img,-30.038822,0.07234921,2.2125243859250077e-09,1.0000016689300537,1050
Ignition_Prob.img,-18.3059,0.0964806,-9.663899902534467e-09,1.0000016689300537,1613
Struct_Exp_Index.img,-30.038822,0.07234921,2.2125243859250077e-09,1.0000016689300537,1050
Fuel_Models.img,91.0,189.0,137.33702087402344,29.09645652770996,24
row_norm,0.0015797789,0.9989468,0.4103807508945465,0.24578329920768738,1867
col_norm,0.001588983,0.998411,0.37646394968032837,0.18860016763210297,1814
row_index,3.0,1897.0,779.3130266666667,466.7424728935211,1867
col_index,3.0,1885.0,710.7639333333333,356.0771082722847,1814
