rmse,mae,r2,pearson,spearman,bin_low,bin_high,count
0.004398810353041867,0.0033765023108571768,-1.4342811107635498,0.07911808043718338,0.3187211383434302,0.0,0.01,37982
0.0235740599769138,0.021688703447580338,-5.51230001449585,0.012758290395140648,0.09917940400657153,0.01,0.05,20513
0.06651254869452825,0.06525477766990662,-25.69294548034668,0.04953787475824356,0.12776429903188405,0.05,0.1,1329
0.12357290543083975,0.12278326600790024,-77.49668884277344,0.08221035450696945,0.18382752102568,0.1,0.25,291
