count,mean,std,min,q25,median,q75,max,split
208072,0.025421271100640297,0.03313177078962326,3.058103902731091e-05,0.004030330223031342,0.012802695389837027,0.03244383446872234,0.23774555325508118,train
35122,0.020935222506523132,0.02015964314341545,2.3405966203426942e-05,0.004541602800600231,0.014557281509041786,0.032620059326291084,0.12013193964958191,val
56806,0.026776069775223732,0.040403563529253006,3.058103902731091e-05,0.0020574869122356176,0.01213736180216074,0.03102339804172516,0.24930262565612793,test
